date_key,year,quarter,quarter_name,month,month_name,year_month,year_quarter,week_of_year,day_of_week,is_weekend,is_month_end
2022-06-20,2022,2,Q2,6,Tháng 6,2022-06,2022Q2,25,0,0,0
2022-06-21,2022,2,Q2,6,Tháng 6,2022-06,2022Q2,25,1,0,0
2022-06-22,2022,2,Q2,6,Tháng 6,2022-06,2022Q2,25,2,0,0
2022-06-23,2022,2,Q2,6,Tháng 6,2022-06,2022Q2,25,3,0,0
2022-06-24,2022,2,Q2,6,Tháng 6,2022-06,2022Q2,25,4,0,0
2022-06-25,2022,2,Q2,6,Tháng 6,2022-06,2022Q2,25,5,1,0
2022-06-26,2022,2,Q2,6,Tháng 6,2022-06,2022Q2,25,6,1,0
2022-06-27,2022,2,Q2,6,Tháng 6,2022-06,2022Q2,26,0,0,0
2022-06-28,2022,2,Q2,6,Tháng 6,2022-06,2022Q2,26,1,0,0
2022-06-29,2022,2,Q2,6,Tháng 6,2022-06,2022Q2,26,2,0,0
2022-06-30,2022,2,Q2,6,Tháng 6,2022-06,2022Q2,26,3,0,1
2022-07-01,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,26,4,0,0
2022-07-02,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,26,5,1,0
2022-07-03,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,26,6,1,0
2022-07-04,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,27,0,0,0
2022-07-05,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,27,1,0,0
2022-07-06,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,27,2,0,0
2022-07-07,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,27,3,0,0
2022-07-08,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,27,4,0,0
2022-07-09,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,27,5,1,0
2022-07-10,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,27,6,1,0
2022-07-11,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,28,0,0,0
2022-07-12,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,28,1,0,0
2022-07-13,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,28,2,0,0
2022-07-14,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,28,3,0,0
2022-07-15,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,28,4,0,0
2022-07-16,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,28,5,1,0
2022-07-17,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,28,6,1,0
2022-07-18,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,29,0,0,0
2022-07-19,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,29,1,0,0
2022-07-20,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,29,2,0,0
2022-07-21,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,29,3,0,0
2022-07-22,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,29,4,0,0
2022-07-23,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,29,5,1,0
2022-07-24,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,29,6,1,0
2022-07-25,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,30,0,0,0
2022-07-26,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,30,1,0,0
2022-07-27,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,30,2,0,0
2022-07-28,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,30,3,0,0
2022-07-29,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,30,4,0,0
2022-07-30,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,30,5,1,0
2022-07-31,2022,3,Q3,7,Tháng 7,2022-07,2022Q3,30,6,1,1
2022-08-01,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,31,0,0,0
2022-08-02,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,31,1,0,0
2022-08-03,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,31,2,0,0
2022-08-04,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,31,3,0,0
2022-08-05,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,31,4,0,0
2022-08-06,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,31,5,1,0
2022-08-07,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,31,6,1,0
2022-08-08,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,32,0,0,0
2022-08-09,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,32,1,0,0
2022-08-10,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,32,2,0,0
2022-08-11,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,32,3,0,0
2022-08-12,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,32,4,0,0
2022-08-13,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,32,5,1,0
2022-08-14,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,32,6,1,0
2022-08-15,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,33,0,0,0
2022-08-16,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,33,1,0,0
2022-08-17,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,33,2,0,0
2022-08-18,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,33,3,0,0
2022-08-19,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,33,4,0,0
2022-08-20,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,33,5,1,0
2022-08-21,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,33,6,1,0
2022-08-22,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,34,0,0,0
2022-08-23,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,34,1,0,0
2022-08-24,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,34,2,0,0
2022-08-25,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,34,3,0,0
2022-08-26,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,34,4,0,0
2022-08-27,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,34,5,1,0
2022-08-28,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,34,6,1,0
2022-08-29,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,35,0,0,0
2022-08-30,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,35,1,0,0
2022-08-31,2022,3,Q3,8,Tháng 8,2022-08,2022Q3,35,2,0,1
2022-09-01,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,35,3,0,0
2022-09-02,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,35,4,0,0
2022-09-03,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,35,5,1,0
2022-09-04,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,35,6,1,0
2022-09-05,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,36,0,0,0
2022-09-06,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,36,1,0,0
2022-09-07,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,36,2,0,0
2022-09-08,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,36,3,0,0
2022-09-09,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,36,4,0,0
2022-09-10,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,36,5,1,0
2022-09-11,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,36,6,1,0
2022-09-12,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,37,0,0,0
2022-09-13,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,37,1,0,0
2022-09-14,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,37,2,0,0
2022-09-15,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,37,3,0,0
2022-09-16,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,37,4,0,0
2022-09-17,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,37,5,1,0
2022-09-18,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,37,6,1,0
2022-09-19,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,38,0,0,0
2022-09-20,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,38,1,0,0
2022-09-21,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,38,2,0,0
2022-09-22,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,38,3,0,0
2022-09-23,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,38,4,0,0
2022-09-24,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,38,5,1,0
2022-09-25,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,38,6,1,0
2022-09-26,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,39,0,0,0
2022-09-27,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,39,1,0,0
2022-09-28,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,39,2,0,0
2022-09-29,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,39,3,0,0
2022-09-30,2022,3,Q3,9,Tháng 9,2022-09,2022Q3,39,4,0,1
2022-10-01,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,39,5,1,0
2022-10-02,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,39,6,1,0
2022-10-03,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,40,0,0,0
2022-10-04,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,40,1,0,0
2022-10-05,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,40,2,0,0
2022-10-06,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,40,3,0,0
2022-10-07,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,40,4,0,0
2022-10-08,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,40,5,1,0
2022-10-09,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,40,6,1,0
2022-10-10,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,41,0,0,0
2022-10-11,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,41,1,0,0
2022-10-12,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,41,2,0,0
2022-10-13,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,41,3,0,0
2022-10-14,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,41,4,0,0
2022-10-15,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,41,5,1,0
2022-10-16,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,41,6,1,0
2022-10-17,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,42,0,0,0
2022-10-18,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,42,1,0,0
2022-10-19,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,42,2,0,0
2022-10-20,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,42,3,0,0
2022-10-21,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,42,4,0,0
2022-10-22,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,42,5,1,0
2022-10-23,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,42,6,1,0
2022-10-24,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,43,0,0,0
2022-10-25,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,43,1,0,0
2022-10-26,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,43,2,0,0
2022-10-27,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,43,3,0,0
2022-10-28,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,43,4,0,0
2022-10-29,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,43,5,1,0
2022-10-30,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,43,6,1,0
2022-10-31,2022,4,Q4,10,Tháng 10,2022-10,2022Q4,44,0,0,1
2022-11-01,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,44,1,0,0
2022-11-02,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,44,2,0,0
2022-11-03,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,44,3,0,0
2022-11-04,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,44,4,0,0
2022-11-05,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,44,5,1,0
2022-11-06,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,44,6,1,0
2022-11-07,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,45,0,0,0
2022-11-08,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,45,1,0,0
2022-11-09,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,45,2,0,0
2022-11-10,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,45,3,0,0
2022-11-11,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,45,4,0,0
2022-11-12,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,45,5,1,0
2022-11-13,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,45,6,1,0
2022-11-14,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,46,0,0,0
2022-11-15,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,46,1,0,0
2022-11-16,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,46,2,0,0
2022-11-17,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,46,3,0,0
2022-11-18,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,46,4,0,0
2022-11-19,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,46,5,1,0
2022-11-20,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,46,6,1,0
2022-11-21,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,47,0,0,0
2022-11-22,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,47,1,0,0
2022-11-23,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,47,2,0,0
2022-11-24,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,47,3,0,0
2022-11-25,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,47,4,0,0
2022-11-26,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,47,5,1,0
2022-11-27,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,47,6,1,0
2022-11-28,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,48,0,0,0
2022-11-29,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,48,1,0,0
2022-11-30,2022,4,Q4,11,Tháng 11,2022-11,2022Q4,48,2,0,1
2022-12-01,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,48,3,0,0
2022-12-02,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,48,4,0,0
2022-12-03,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,48,5,1,0
2022-12-04,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,48,6,1,0
2022-12-05,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,49,0,0,0
2022-12-06,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,49,1,0,0
2022-12-07,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,49,2,0,0
2022-12-08,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,49,3,0,0
2022-12-09,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,49,4,0,0
2022-12-10,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,49,5,1,0
2022-12-11,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,49,6,1,0
2022-12-12,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,50,0,0,0
2022-12-13,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,50,1,0,0
2022-12-14,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,50,2,0,0
2022-12-15,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,50,3,0,0
2022-12-16,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,50,4,0,0
2022-12-17,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,50,5,1,0
2022-12-18,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,50,6,1,0
2022-12-19,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,51,0,0,0
2022-12-20,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,51,1,0,0
2022-12-21,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,51,2,0,0
2022-12-22,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,51,3,0,0
2022-12-23,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,51,4,0,0
2022-12-24,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,51,5,1,0
2022-12-25,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,51,6,1,0
2022-12-26,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,52,0,0,0
2022-12-27,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,52,1,0,0
2022-12-28,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,52,2,0,0
2022-12-29,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,52,3,0,0
2022-12-30,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,52,4,0,0
2022-12-31,2022,4,Q4,12,Tháng 12,2022-12,2022Q4,52,5,1,1
2023-01-01,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,52,6,1,0
2023-01-02,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,1,0,0,0
2023-01-03,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,1,1,0,0
2023-01-04,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,1,2,0,0
2023-01-05,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,1,3,0,0
2023-01-06,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,1,4,0,0
2023-01-07,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,1,5,1,0
2023-01-08,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,1,6,1,0
2023-01-09,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,2,0,0,0
2023-01-10,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,2,1,0,0
2023-01-11,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,2,2,0,0
2023-01-12,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,2,3,0,0
2023-01-13,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,2,4,0,0
2023-01-14,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,2,5,1,0
2023-01-15,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,2,6,1,0
2023-01-16,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,3,0,0,0
2023-01-17,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,3,1,0,0
2023-01-18,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,3,2,0,0
2023-01-19,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,3,3,0,0
2023-01-20,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,3,4,0,0
2023-01-21,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,3,5,1,0
2023-01-22,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,3,6,1,0
2023-01-23,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,4,0,0,0
2023-01-24,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,4,1,0,0
2023-01-25,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,4,2,0,0
2023-01-26,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,4,3,0,0
2023-01-27,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,4,4,0,0
2023-01-28,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,4,5,1,0
2023-01-29,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,4,6,1,0
2023-01-30,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,5,0,0,0
2023-01-31,2023,1,Q1,1,Tháng 1,2023-01,2023Q1,5,1,0,1
2023-02-01,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,5,2,0,0
2023-02-02,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,5,3,0,0
2023-02-03,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,5,4,0,0
2023-02-04,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,5,5,1,0
2023-02-05,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,5,6,1,0
2023-02-06,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,6,0,0,0
2023-02-07,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,6,1,0,0
2023-02-08,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,6,2,0,0
2023-02-09,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,6,3,0,0
2023-02-10,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,6,4,0,0
2023-02-11,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,6,5,1,0
2023-02-12,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,6,6,1,0
2023-02-13,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,7,0,0,0
2023-02-14,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,7,1,0,0
2023-02-15,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,7,2,0,0
2023-02-16,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,7,3,0,0
2023-02-17,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,7,4,0,0
2023-02-18,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,7,5,1,0
2023-02-19,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,7,6,1,0
2023-02-20,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,8,0,0,0
2023-02-21,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,8,1,0,0
2023-02-22,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,8,2,0,0
2023-02-23,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,8,3,0,0
2023-02-24,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,8,4,0,0
2023-02-25,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,8,5,1,0
2023-02-26,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,8,6,1,0
2023-02-27,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,9,0,0,0
2023-02-28,2023,1,Q1,2,Tháng 2,2023-02,2023Q1,9,1,0,1
2023-03-01,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,9,2,0,0
2023-03-02,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,9,3,0,0
2023-03-03,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,9,4,0,0
2023-03-04,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,9,5,1,0
2023-03-05,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,9,6,1,0
2023-03-06,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,10,0,0,0
2023-03-07,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,10,1,0,0
2023-03-08,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,10,2,0,0
2023-03-09,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,10,3,0,0
2023-03-10,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,10,4,0,0
2023-03-11,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,10,5,1,0
2023-03-12,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,10,6,1,0
2023-03-13,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,11,0,0,0
2023-03-14,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,11,1,0,0
2023-03-15,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,11,2,0,0
2023-03-16,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,11,3,0,0
2023-03-17,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,11,4,0,0
2023-03-18,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,11,5,1,0
2023-03-19,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,11,6,1,0
2023-03-20,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,12,0,0,0
2023-03-21,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,12,1,0,0
2023-03-22,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,12,2,0,0
2023-03-23,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,12,3,0,0
2023-03-24,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,12,4,0,0
2023-03-25,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,12,5,1,0
2023-03-26,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,12,6,1,0
2023-03-27,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,13,0,0,0
2023-03-28,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,13,1,0,0
2023-03-29,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,13,2,0,0
2023-03-30,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,13,3,0,0
2023-03-31,2023,1,Q1,3,Tháng 3,2023-03,2023Q1,13,4,0,1
2023-04-01,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,13,5,1,0
2023-04-02,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,13,6,1,0
2023-04-03,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,14,0,0,0
2023-04-04,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,14,1,0,0
2023-04-05,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,14,2,0,0
2023-04-06,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,14,3,0,0
2023-04-07,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,14,4,0,0
2023-04-08,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,14,5,1,0
2023-04-09,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,14,6,1,0
2023-04-10,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,15,0,0,0
2023-04-11,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,15,1,0,0
2023-04-12,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,15,2,0,0
2023-04-13,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,15,3,0,0
2023-04-14,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,15,4,0,0
2023-04-15,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,15,5,1,0
2023-04-16,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,15,6,1,0
2023-04-17,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,16,0,0,0
2023-04-18,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,16,1,0,0
2023-04-19,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,16,2,0,0
2023-04-20,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,16,3,0,0
2023-04-21,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,16,4,0,0
2023-04-22,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,16,5,1,0
2023-04-23,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,16,6,1,0
2023-04-24,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,17,0,0,0
2023-04-25,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,17,1,0,0
2023-04-26,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,17,2,0,0
2023-04-27,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,17,3,0,0
2023-04-28,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,17,4,0,0
2023-04-29,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,17,5,1,0
2023-04-30,2023,2,Q2,4,Tháng 4,2023-04,2023Q2,17,6,1,1
2023-05-01,2023,2,Q2,5,Tháng 5,2023-05,2023Q2,18,0,0,0
