date_key,year,quarter,quarter_name,month,month_name,year_month,year_quarter,week_of_year,day_of_week,is_weekend,is_month_end
2020-03-12,2020,1,Q1,3,Tháng 3,2020-03,2020Q1,11,3,0,0
2020-03-13,2020,1,Q1,3,Tháng 3,2020-03,2020Q1,11,4,0,0
2020-03-14,2020,1,Q1,3,Tháng 3,2020-03,2020Q1,11,5,1,0
2020-03-15,2020,1,Q1,3,Tháng 3,2020-03,2020Q1,11,6,1,0
2020-03-16,2020,1,Q1,3,Tháng 3,2020-03,2020Q1,12,0,0,0
2020-03-17,2020,1,Q1,3,Tháng 3,2020-03,2020Q1,12,1,0,0
2020-03-18,2020,1,Q1,3,Tháng 3,2020-03,2020Q1,12,2,0,0
2020-03-19,2020,1,Q1,3,Tháng 3,2020-03,2020Q1,12,3,0,0
2020-03-20,2020,1,Q1,3,Tháng 3,2020-03,2020Q1,12,4,0,0
2020-03-21,2020,1,Q1,3,Tháng 3,2020-03,2020Q1,12,5,1,0
2020-03-22,2020,1,Q1,3,Tháng 3,2020-03,2020Q1,12,6,1,0
2020-03-23,2020,1,Q1,3,Tháng 3,2020-03,2020Q1,13,0,0,0
2020-03-24,2020,1,Q1,3,Tháng 3,2020-03,2020Q1,13,1,0,0
2020-03-25,2020,1,Q1,3,Tháng 3,2020-03,2020Q1,13,2,0,0
2020-03-26,2020,1,Q1,3,Tháng 3,2020-03,2020Q1,13,3,0,0
2020-03-27,2020,1,Q1,3,Tháng 3,2020-03,2020Q1,13,4,0,0
2020-03-28,2020,1,Q1,3,Tháng 3,2020-03,2020Q1,13,5,1,0
2020-03-29,2020,1,Q1,3,Tháng 3,2020-03,2020Q1,13,6,1,0
2020-03-30,2020,1,Q1,3,Tháng 3,2020-03,2020Q1,14,0,0,0
2020-03-31,2020,1,Q1,3,Tháng 3,2020-03,2020Q1,14,1,0,1
2020-04-01,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,14,2,0,0
2020-04-02,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,14,3,0,0
2020-04-03,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,14,4,0,0
2020-04-04,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,14,5,1,0
2020-04-05,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,14,6,1,0
2020-04-06,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,15,0,0,0
2020-04-07,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,15,1,0,0
2020-04-08,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,15,2,0,0
2020-04-09,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,15,3,0,0
2020-04-10,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,15,4,0,0
2020-04-11,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,15,5,1,0
2020-04-12,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,15,6,1,0
2020-04-13,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,16,0,0,0
2020-04-14,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,16,1,0,0
2020-04-15,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,16,2,0,0
2020-04-16,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,16,3,0,0
2020-04-17,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,16,4,0,0
2020-04-18,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,16,5,1,0
2020-04-19,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,16,6,1,0
2020-04-20,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,17,0,0,0
2020-04-21,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,17,1,0,0
2020-04-22,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,17,2,0,0
2020-04-23,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,17,3,0,0
2020-04-24,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,17,4,0,0
2020-04-25,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,17,5,1,0
2020-04-26,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,17,6,1,0
2020-04-27,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,18,0,0,0
2020-04-28,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,18,1,0,0
2020-04-29,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,18,2,0,0
2020-04-30,2020,2,Q2,4,Tháng 4,2020-04,2020Q2,18,3,0,1
2020-05-01,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,18,4,0,0
2020-05-02,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,18,5,1,0
2020-05-03,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,18,6,1,0
2020-05-04,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,19,0,0,0
2020-05-05,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,19,1,0,0
2020-05-06,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,19,2,0,0
2020-05-07,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,19,3,0,0
2020-05-08,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,19,4,0,0
2020-05-09,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,19,5,1,0
2020-05-10,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,19,6,1,0
2020-05-11,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,20,0,0,0
2020-05-12,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,20,1,0,0
2020-05-13,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,20,2,0,0
2020-05-14,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,20,3,0,0
2020-05-15,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,20,4,0,0
2020-05-16,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,20,5,1,0
2020-05-17,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,20,6,1,0
2020-05-18,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,21,0,0,0
2020-05-19,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,21,1,0,0
2020-05-20,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,21,2,0,0
2020-05-21,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,21,3,0,0
2020-05-22,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,21,4,0,0
2020-05-23,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,21,5,1,0
2020-05-24,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,21,6,1,0
2020-05-25,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,22,0,0,0
2020-05-26,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,22,1,0,0
2020-05-27,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,22,2,0,0
2020-05-28,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,22,3,0,0
2020-05-29,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,22,4,0,0
2020-05-30,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,22,5,1,0
2020-05-31,2020,2,Q2,5,Tháng 5,2020-05,2020Q2,22,6,1,1
2020-06-01,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,23,0,0,0
2020-06-02,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,23,1,0,0
2020-06-03,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,23,2,0,0
2020-06-04,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,23,3,0,0
2020-06-05,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,23,4,0,0
2020-06-06,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,23,5,1,0
2020-06-07,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,23,6,1,0
2020-06-08,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,24,0,0,0
2020-06-09,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,24,1,0,0
2020-06-10,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,24,2,0,0
2020-06-11,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,24,3,0,0
2020-06-12,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,24,4,0,0
2020-06-13,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,24,5,1,0
2020-06-14,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,24,6,1,0
2020-06-15,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,25,0,0,0
2020-06-16,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,25,1,0,0
2020-06-17,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,25,2,0,0
2020-06-18,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,25,3,0,0
2020-06-19,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,25,4,0,0
2020-06-20,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,25,5,1,0
2020-06-21,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,25,6,1,0
2020-06-22,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,26,0,0,0
2020-06-23,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,26,1,0,0
2020-06-24,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,26,2,0,0
2020-06-25,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,26,3,0,0
2020-06-26,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,26,4,0,0
2020-06-27,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,26,5,1,0
2020-06-28,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,26,6,1,0
2020-06-29,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,27,0,0,0
2020-06-30,2020,2,Q2,6,Tháng 6,2020-06,2020Q2,27,1,0,1
2020-07-01,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,27,2,0,0
2020-07-02,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,27,3,0,0
2020-07-03,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,27,4,0,0
2020-07-04,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,27,5,1,0
2020-07-05,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,27,6,1,0
2020-07-06,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,28,0,0,0
2020-07-07,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,28,1,0,0
2020-07-08,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,28,2,0,0
2020-07-09,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,28,3,0,0
2020-07-10,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,28,4,0,0
2020-07-11,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,28,5,1,0
2020-07-12,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,28,6,1,0
2020-07-13,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,29,0,0,0
2020-07-14,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,29,1,0,0
2020-07-15,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,29,2,0,0
2020-07-16,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,29,3,0,0
2020-07-17,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,29,4,0,0
2020-07-18,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,29,5,1,0
2020-07-19,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,29,6,1,0
2020-07-20,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,30,0,0,0
2020-07-21,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,30,1,0,0
2020-07-22,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,30,2,0,0
2020-07-23,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,30,3,0,0
2020-07-24,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,30,4,0,0
2020-07-25,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,30,5,1,0
2020-07-26,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,30,6,1,0
2020-07-27,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,31,0,0,0
2020-07-28,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,31,1,0,0
2020-07-29,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,31,2,0,0
2020-07-30,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,31,3,0,0
2020-07-31,2020,3,Q3,7,Tháng 7,2020-07,2020Q3,31,4,0,1
2020-08-01,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,31,5,1,0
2020-08-02,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,31,6,1,0
2020-08-03,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,32,0,0,0
2020-08-04,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,32,1,0,0
2020-08-05,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,32,2,0,0
2020-08-06,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,32,3,0,0
2020-08-07,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,32,4,0,0
2020-08-08,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,32,5,1,0
2020-08-09,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,32,6,1,0
2020-08-10,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,33,0,0,0
2020-08-11,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,33,1,0,0
2020-08-12,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,33,2,0,0
2020-08-13,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,33,3,0,0
2020-08-14,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,33,4,0,0
2020-08-15,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,33,5,1,0
2020-08-16,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,33,6,1,0
2020-08-17,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,34,0,0,0
2020-08-18,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,34,1,0,0
2020-08-19,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,34,2,0,0
2020-08-20,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,34,3,0,0
2020-08-21,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,34,4,0,0
2020-08-22,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,34,5,1,0
2020-08-23,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,34,6,1,0
2020-08-24,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,35,0,0,0
2020-08-25,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,35,1,0,0
2020-08-26,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,35,2,0,0
2020-08-27,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,35,3,0,0
2020-08-28,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,35,4,0,0
2020-08-29,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,35,5,1,0
2020-08-30,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,35,6,1,0
2020-08-31,2020,3,Q3,8,Tháng 8,2020-08,2020Q3,36,0,0,1
2020-09-01,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,36,1,0,0
2020-09-02,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,36,2,0,0
2020-09-03,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,36,3,0,0
2020-09-04,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,36,4,0,0
2020-09-05,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,36,5,1,0
2020-09-06,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,36,6,1,0
2020-09-07,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,37,0,0,0
2020-09-08,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,37,1,0,0
2020-09-09,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,37,2,0,0
2020-09-10,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,37,3,0,0
2020-09-11,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,37,4,0,0
2020-09-12,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,37,5,1,0
2020-09-13,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,37,6,1,0
2020-09-14,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,38,0,0,0
2020-09-15,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,38,1,0,0
2020-09-16,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,38,2,0,0
2020-09-17,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,38,3,0,0
2020-09-18,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,38,4,0,0
2020-09-19,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,38,5,1,0
2020-09-20,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,38,6,1,0
2020-09-21,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,39,0,0,0
2020-09-22,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,39,1,0,0
2020-09-23,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,39,2,0,0
2020-09-24,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,39,3,0,0
2020-09-25,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,39,4,0,0
2020-09-26,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,39,5,1,0
2020-09-27,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,39,6,1,0
2020-09-28,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,40,0,0,0
2020-09-29,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,40,1,0,0
2020-09-30,2020,3,Q3,9,Tháng 9,2020-09,2020Q3,40,2,0,1
2020-10-01,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,40,3,0,0
2020-10-02,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,40,4,0,0
2020-10-03,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,40,5,1,0
2020-10-04,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,40,6,1,0
2020-10-05,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,41,0,0,0
2020-10-06,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,41,1,0,0
2020-10-07,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,41,2,0,0
2020-10-08,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,41,3,0,0
2020-10-09,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,41,4,0,0
2020-10-10,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,41,5,1,0
2020-10-11,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,41,6,1,0
2020-10-12,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,42,0,0,0
2020-10-13,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,42,1,0,0
2020-10-14,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,42,2,0,0
2020-10-15,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,42,3,0,0
2020-10-16,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,42,4,0,0
2020-10-17,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,42,5,1,0
2020-10-18,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,42,6,1,0
2020-10-19,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,43,0,0,0
2020-10-20,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,43,1,0,0
2020-10-21,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,43,2,0,0
2020-10-22,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,43,3,0,0
2020-10-23,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,43,4,0,0
2020-10-24,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,43,5,1,0
2020-10-25,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,43,6,1,0
2020-10-26,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,44,0,0,0
2020-10-27,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,44,1,0,0
2020-10-28,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,44,2,0,0
2020-10-29,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,44,3,0,0
2020-10-30,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,44,4,0,0
2020-10-31,2020,4,Q4,10,Tháng 10,2020-10,2020Q4,44,5,1,1
2020-11-01,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,44,6,1,0
2020-11-02,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,45,0,0,0
2020-11-03,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,45,1,0,0
2020-11-04,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,45,2,0,0
2020-11-05,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,45,3,0,0
2020-11-06,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,45,4,0,0
2020-11-07,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,45,5,1,0
2020-11-08,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,45,6,1,0
2020-11-09,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,46,0,0,0
2020-11-10,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,46,1,0,0
2020-11-11,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,46,2,0,0
2020-11-12,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,46,3,0,0
2020-11-13,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,46,4,0,0
2020-11-14,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,46,5,1,0
2020-11-15,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,46,6,1,0
2020-11-16,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,47,0,0,0
2020-11-17,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,47,1,0,0
2020-11-18,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,47,2,0,0
2020-11-19,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,47,3,0,0
2020-11-20,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,47,4,0,0
2020-11-21,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,47,5,1,0
2020-11-22,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,47,6,1,0
2020-11-23,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,48,0,0,0
2020-11-24,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,48,1,0,0
2020-11-25,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,48,2,0,0
2020-11-26,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,48,3,0,0
2020-11-27,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,48,4,0,0
2020-11-28,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,48,5,1,0
2020-11-29,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,48,6,1,0
2020-11-30,2020,4,Q4,11,Tháng 11,2020-11,2020Q4,49,0,0,1
2020-12-01,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,49,1,0,0
2020-12-02,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,49,2,0,0
2020-12-03,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,49,3,0,0
2020-12-04,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,49,4,0,0
2020-12-05,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,49,5,1,0
2020-12-06,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,49,6,1,0
2020-12-07,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,50,0,0,0
2020-12-08,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,50,1,0,0
2020-12-09,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,50,2,0,0
2020-12-10,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,50,3,0,0
2020-12-11,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,50,4,0,0
2020-12-12,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,50,5,1,0
2020-12-13,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,50,6,1,0
2020-12-14,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,51,0,0,0
2020-12-15,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,51,1,0,0
2020-12-16,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,51,2,0,0
2020-12-17,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,51,3,0,0
2020-12-18,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,51,4,0,0
2020-12-19,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,51,5,1,0
2020-12-20,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,51,6,1,0
2020-12-21,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,52,0,0,0
2020-12-22,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,52,1,0,0
2020-12-23,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,52,2,0,0
2020-12-24,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,52,3,0,0
2020-12-25,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,52,4,0,0
2020-12-26,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,52,5,1,0
2020-12-27,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,52,6,1,0
2020-12-28,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,53,0,0,0
2020-12-29,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,53,1,0,0
2020-12-30,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,53,2,0,0
2020-12-31,2020,4,Q4,12,Tháng 12,2020-12,2020Q4,53,3,0,1
2021-01-01,2021,1,Q1,1,Tháng 1,2021-01,2021Q1,53,4,0,0
2021-01-02,2021,1,Q1,1,Tháng 1,2021-01,2021Q1,53,5,1,0
2021-01-03,2021,1,Q1,1,Tháng 1,2021-01,2021Q1,53,6,1,0
2021-01-04,2021,1,Q1,1,Tháng 1,2021-01,2021Q1,1,0,0,0
2021-01-05,2021,1,Q1,1,Tháng 1,2021-01,2021Q1,1,1,0,0
2021-01-06,2021,1,Q1,1,Tháng 1,2021-01,2021Q1,1,2,0,0
2021-01-07,2021,1,Q1,1,Tháng 1,2021-01,2021Q1,1,3,0,0
2021-01-08,2021,1,Q1,1,Tháng 1,2021-01,2021Q1,1,4,0,0
2021-01-09,2021,1,Q1,1,Tháng 1,2021-01,2021Q1,1,5,1,0
2021-01-10,2021,1,Q1,1,Tháng 1,2021-01,2021Q1,1,6,1,0
2021-01-11,2021,1,Q1,1,Tháng 1,2021-01,2021Q1,2,0,0,0
2021-01-12,2021,1,Q1,1,Tháng 1,2021-01,2021Q1,2,1,0,0
2021-01-13,2021,1,Q1,1,Tháng 1,2021-01,2021Q1,2,2,0,0
2021-01-14,2021,1,Q1,1,Tháng 1,2021-01,2021Q1,2,3,0,0
2021-01-15,2021,1,Q1,1,Tháng 1,2021-01,2021Q1,2,4,0,0
2021-01-16,2021,1,Q1,1,Tháng 1,2021-01,2021Q1,2,5,1,0
2021-01-17,2021,1,Q1,1,Tháng 1,2021-01,2021Q1,2,6,1,0
2021-01-18,2021,1,Q1,1,Tháng 1,2021-01,2021Q1,3,0,0,0
2021-01-19,2021,1,Q1,1,Tháng 1,2021-01,2021Q1,3,1,0,0
2021-01-20,2021,1,Q1,1,Tháng 1,2021-01,2021Q1,3,2,0,0
2021-01-21,2021,1,Q1,1,Tháng 1,2021-01,2021Q1,3,3,0,0
